nb_calls,priority,reason,year,month,day,weekday,hour
1,0,NE,2010,3,14,Sunday,14
17,0,NW,2010,3,14,Sunday,14
5,0,PS,2010,3,14,Sunday,14
3,0,TT,2010,3,14,Sunday,14
2,1,NE,2010,3,14,Sunday,14
1,1,NW,2010,3,14,Sunday,14
33,1,PS,2010,3,14,Sunday,14
3,1,TT,2010,3,14,Sunday,14
18,2,NE,2010,3,14,Sunday,14
64,2,PS,2010,3,14,Sunday,14
3,2,TT,2010,3,14,Sunday,14
8,0,IN,2010,3,14,Sunday,15
1,0,NE,2010,3,14,Sunday,15
43,0,NW,2010,3,14,Sunday,15
9,0,PS,2010,3,14,Sunday,15
3,1,NE,2010,3,14,Sunday,15
37,1,PS,2010,3,14,Sunday,15
17,2,NE,2010,3,14,Sunday,15
67,2,PS,2010,3,14,Sunday,15
4,2,TT,2010,3,14,Sunday,15
3,0,IN,2010,3,14,Sunday,16
3,0,NE,2010,3,14,Sunday,16
74,0,NW,2010,3,14,Sunday,16
10,0,PS,2010,3,14,Sunday,16
4,0,TT,2010,3,14,Sunday,16
1,1,NE,2010,3,14,Sunday,16
14,1,PS,2010,3,14,Sunday,16
6,1,TT,2010,3,14,Sunday,16
11,2,NE,2010,3,14,Sunday,16
1,2,NW,2010,3,14,Sunday,16
65,2,PS,2010,3,14,Sunday,16
2,2,TT,2010,3,14,Sunday,16
1,0,NE,2010,3,14,Sunday,17
44,0,NW,2010,3,14,Sunday,17
10,0,PS,2010,3,14,Sunday,17
7,0,TT,2010,3,14,Sunday,17
1,1,NW,2010,3,14,Sunday,17
22,1,PS,2010,3,14,Sunday,17
8,2,NE,2010,3,14,Sunday,17
41,2,PS,2010,3,14,Sunday,17
1,2,TT,2010,3,14,Sunday,17
26,0,NW,2010,3,14,Sunday,18
19,0,PS,2010,3,14,Sunday,18
8,0,TT,2010,3,14,Sunday,18
21,1,PS,2010,3,14,Sunday,18
1,1,TT,2010,3,14,Sunday,18
1,2,NE,2010,3,14,Sunday,18
33,2,PS,2010,3,14,Sunday,18
3,2,TT,2010,3,14,Sunday,18
11,0,NW,2010,3,14,Sunday,19
9,0,PS,2010,3,14,Sunday,19
5,0,TT,2010,3,14,Sunday,19
20,1,PS,2010,3,14,Sunday,19
9,1,TT,2010,3,14,Sunday,19
2,2,NE,2010,3,14,Sunday,19
1,2,PE,2010,3,14,Sunday,19
35,2,PS,2010,3,14,Sunday,19
3,2,TT,2010,3,14,Sunday,19
13,0,NW,2010,3,14,Sunday,20
4,0,PS,2010,3,14,Sunday,20
7,1,PS,2010,3,14,Sunday,20
6,1,TT,2010,3,14,Sunday,20
8,2,PS,2010,3,14,Sunday,20
4,2,TT,2010,3,14,Sunday,20
2,0,IN,2010,3,14,Sunday,21
2,0,NE,2010,3,14,Sunday,21
5,0,NW,2010,3,14,Sunday,21
1,0,PE,2010,3,14,Sunday,21
25,0,PS,2010,3,14,Sunday,21
7,1,PS,2010,3,14,Sunday,21
2,2,NE,2010,3,14,Sunday,21
10,2,PS,2010,3,14,Sunday,21
1,0,NW,2010,3,14,Sunday,22
15,0,PS,2010,3,14,Sunday,22
16,1,PS,2010,3,14,Sunday,22
10,2,PS,2010,3,14,Sunday,22
7,0,NW,2010,3,14,Sunday,23
1,0,PE,2010,3,14,Sunday,23
23,0,PS,2010,3,14,Sunday,23
5,1,PS,2010,3,14,Sunday,23
2,2,NE,2010,3,14,Sunday,23
1,2,NW,2010,3,14,Sunday,23
4,2,PS,2010,3,14,Sunday,23
2,0,IN,2010,3,15,Monday,0
3,0,NE,2010,3,15,Monday,0
24,0,NW,2010,3,15,Monday,0
22,0,PS,2010,3,15,Monday,0
5,0,TT,2010,3,15,Monday,0
2,1,NE,2010,3,15,Monday,0
21,1,PS,2010,3,15,Monday,0
1,1,TT,2010,3,15,Monday,0
11,2,NE,2010,3,15,Monday,0
66,2,PS,2010,3,15,Monday,0
5,2,TT,2010,3,15,Monday,0
2,0,PS,2010,3,15,Monday,1
1,0,NW,2010,3,15,Monday,2
1,0,PS,2010,3,15,Monday,3
1,0,IN,2010,3,15,Monday,8
3,0,NE,2010,3,15,Monday,8
26,0,NW,2010,3,15,Monday,8
23,0,PS,2010,3,15,Monday,8
1,1,NE,2010,3,15,Monday,8
7,1,PS,2010,3,15,Monday,8
2,1,TT,2010,3,15,Monday,8
1,2,NE,2010,3,15,Monday,8
15,2,PS,2010,3,15,Monday,8
1,2,TT,2010,3,15,Monday,8
2,0,IN,2010,3,15,Monday,9
2,0,NE,2010,3,15,Monday,9
24,0,NW,2010,3,15,Monday,9
12,0,PS,2010,3,15,Monday,9
1,0,TT,2010,3,15,Monday,9
3,1,NE,2010,3,15,Monday,9
1,1,PE,2010,3,15,Monday,9
27,1,PS,2010,3,15,Monday,9
1,1,TT,2010,3,15,Monday,9
9,2,NE,2010,3,15,Monday,9
1,2,PE,2010,3,15,Monday,9
56,2,PS,2010,3,15,Monday,9
2,0,IN,2010,3,15,Monday,10
12,0,NW,2010,3,15,Monday,10
13,0,PS,2010,3,15,Monday,10
1,0,TT,2010,3,15,Monday,10
4,1,NE,2010,3,15,Monday,10
1,1,NW,2010,3,15,Monday,10
29,1,PS,2010,3,15,Monday,10
1,1,TT,2010,3,15,Monday,10
21,2,NE,2010,3,15,Monday,10
92,2,PS,2010,3,15,Monday,10
5,2,TT,2010,3,15,Monday,10
2,0,IN,2010,3,15,Monday,11
1,0,NE,2010,3,15,Monday,11
18,0,NW,2010,3,15,Monday,11
5,0,PS,2010,3,15,Monday,11
4,0,TT,2010,3,15,Monday,11
6,1,NE,2010,3,15,Monday,11
28,1,PS,2010,3,15,Monday,11
5,1,TT,2010,3,15,Monday,11
24,2,NE,2010,3,15,Monday,11
1,2,NW,2010,3,15,Monday,11
85,2,PS,2010,3,15,Monday,11
7,2,TT,2010,3,15,Monday,11
4,0,IN,2010,3,15,Monday,13
7,0,NE,2010,3,15,Monday,13
18,0,NW,2010,3,15,Monday,13
26,0,PS,2010,3,15,Monday,13
1,0,TT,2010,3,15,Monday,13
1,1,NE,2010,3,15,Monday,13
13,1,PS,2010,3,15,Monday,13
7,2,NE,2010,3,15,Monday,13
43,2,PS,2010,3,15,Monday,13
1,0,IN,2010,3,15,Monday,14
4,0,NE,2010,3,15,Monday,14
17,0,NW,2010,3,15,Monday,14
29,0,PS,2010,3,15,Monday,14
3,0,TT,2010,3,15,Monday,14
20,1,PS,2010,3,15,Monday,14
1,1,TT,2010,3,15,Monday,14
11,2,NE,2010,3,15,Monday,14
40,2,PS,2010,3,15,Monday,14
2,2,TT,2010,3,15,Monday,14
3,0,NE,2010,3,15,Monday,15
13,0,NW,2010,3,15,Monday,15
5,0,PS,2010,3,15,Monday,15
2,0,TT,2010,3,15,Monday,15
2,1,NE,2010,3,15,Monday,15
24,1,PS,2010,3,15,Monday,15
1,1,TT,2010,3,15,Monday,15
9,2,NE,2010,3,15,Monday,15
47,2,PS,2010,3,15,Monday,15
2,2,TT,2010,3,15,Monday,15
2,0,IN,2010,3,15,Monday,16
2,0,NE,2010,3,15,Monday,16
15,0,NW,2010,3,15,Monday,16
1,0,PE,2010,3,15,Monday,16
26,0,PS,2010,3,15,Monday,16
2,0,TT,2010,3,15,Monday,16
4,1,PS,2010,3,15,Monday,16
1,1,TT,2010,3,15,Monday,16
5,2,NE,2010,3,15,Monday,16
7,2,PS,2010,3,15,Monday,16
3,2,TT,2010,3,15,Monday,16
2,0,IN,2010,3,15,Monday,17
14,0,NW,2010,3,15,Monday,17
27,0,PS,2010,3,15,Monday,17
1,0,TT,2010,3,15,Monday,17
1,1,NE,2010,3,15,Monday,17
16,1,PS,2010,3,15,Monday,17
3,2,NE,2010,3,15,Monday,17
23,2,PS,2010,3,15,Monday,17
3,0,IN,2010,3,15,Monday,18
2,0,NE,2010,3,15,Monday,18
20,0,NW,2010,3,15,Monday,18
13,0,PS,2010,3,15,Monday,18
2,0,TT,2010,3,15,Monday,18
2,1,NE,2010,3,15,Monday,18
10,1,PS,2010,3,15,Monday,18
2,2,NE,2010,3,15,Monday,18
42,2,PS,2010,3,15,Monday,18
2,2,TT,2010,3,15,Monday,18
1,0,IN,2010,3,15,Monday,19
14,0,NW,2010,3,15,Monday,19
8,0,PS,2010,3,15,Monday,19
1,0,TT,2010,3,15,Monday,19
23,1,PS,2010,3,15,Monday,19
4,1,TT,2010,3,15,Monday,19
6,2,NE,2010,3,15,Monday,19
37,2,PS,2010,3,15,Monday,19
2,0,IN,2010,3,15,Monday,20
2,0,NE,2010,3,15,Monday,20
10,0,NW,2010,3,15,Monday,20
8,0,PS,2010,3,15,Monday,20
1,0,TT,2010,3,15,Monday,20
22,1,PS,2010,3,15,Monday,20
1,1,TT,2010,3,15,Monday,20
3,2,NE,2010,3,15,Monday,20
39,2,PS,2010,3,15,Monday,20
4,2,TT,2010,3,15,Monday,20
1,0,IN,2010,3,15,Monday,21
3,0,NE,2010,3,15,Monday,21
8,0,NW,2010,3,15,Monday,21
21,0,PS,2010,3,15,Monday,21
5,0,TT,2010,3,15,Monday,21
11,1,PS,2010,3,15,Monday,21
3,1,TT,2010,3,15,Monday,21
11,2,NE,2010,3,15,Monday,21
15,2,PS,2010,3,15,Monday,21
1,0,NW,2010,3,15,Monday,22
21,0,PS,2010,3,15,Monday,22
8,1,PS,2010,3,15,Monday,22
2,2,NE,2010,3,15,Monday,22
10,2,PS,2010,3,15,Monday,22
2,0,IN,2010,3,15,Monday,23
5,0,NE,2010,3,15,Monday,23
1,0,NW,2010,3,15,Monday,23
22,0,PS,2010,3,15,Monday,23
4,1,PS,2010,3,15,Monday,23
5,2,PS,2010,3,15,Monday,23
2,0,IN,2010,3,16,Tuesday,0
6,0,NE,2010,3,16,Tuesday,0
11,0,NW,2010,3,16,Tuesday,0
48,0,PS,2010,3,16,Tuesday,0
3,1,PS,2010,3,16,Tuesday,0
1,1,TT,2010,3,16,Tuesday,0
11,2,PS,2010,3,16,Tuesday,0
1,0,NW,2010,3,16,Tuesday,1
1,0,PS,2010,3,16,Tuesday,2
1,0,NW,2010,3,16,Tuesday,4
1,0,PS,2010,3,16,Tuesday,4
1,0,PS,2010,3,16,Tuesday,5
5,0,PS,2010,3,16,Tuesday,6
1,0,IN,2010,3,16,Tuesday,7
2,0,NW,2010,3,16,Tuesday,7
17,0,PS,2010,3,16,Tuesday,7
1,1,NW,2010,3,16,Tuesday,7
11,1,PS,2010,3,16,Tuesday,7
2,2,PE,2010,3,16,Tuesday,7
19,2,PS,2010,3,16,Tuesday,7
1,2,TT,2010,3,16,Tuesday,7
5,0,IN,2010,3,16,Tuesday,8
2,0,NE,2010,3,16,Tuesday,8
30,0,NW,2010,3,16,Tuesday,8
20,0,PS,2010,3,16,Tuesday,8
4,0,TT,2010,3,16,Tuesday,8
1,1,NE,2010,3,16,Tuesday,8
13,1,PS,2010,3,16,Tuesday,8
1,1,TT,2010,3,16,Tuesday,8
3,2,NE,2010,3,16,Tuesday,8
23,2,PS,2010,3,16,Tuesday,8
2,2,TT,2010,3,16,Tuesday,8
4,0,IN,2010,3,16,Tuesday,9
2,0,NE,2010,3,16,Tuesday,9
16,0,NW,2010,3,16,Tuesday,9
4,0,PS,2010,3,16,Tuesday,9
4,1,NE,2010,3,16,Tuesday,9
30,1,PS,2010,3,16,Tuesday,9
9,2,NE,2010,3,16,Tuesday,9
63,2,PS,2010,3,16,Tuesday,9
2,2,TT,2010,3,16,Tuesday,9
2,0,IN,2010,3,16,Tuesday,10
13,0,NW,2010,3,16,Tuesday,10
6,0,PS,2010,3,16,Tuesday,10
1,1,NE,2010,3,16,Tuesday,10
28,1,PS,2010,3,16,Tuesday,10
7,2,NE,2010,3,16,Tuesday,10
1,2,PE,2010,3,16,Tuesday,10
59,2,PS,2010,3,16,Tuesday,10
3,2,TT,2010,3,16,Tuesday,10
2,0,IN,2010,3,16,Tuesday,11
3,0,NE,2010,3,16,Tuesday,11
12,0,NW,2010,3,16,Tuesday,11
1,0,PE,2010,3,16,Tuesday,11
17,0,PS,2010,3,16,Tuesday,11
3,0,TT,2010,3,16,Tuesday,11
1,1,NE,2010,3,16,Tuesday,11
1,1,PE,2010,3,16,Tuesday,11
16,1,PS,2010,3,16,Tuesday,11
3,1,TT,2010,3,16,Tuesday,11
5,2,NE,2010,3,16,Tuesday,11
25,2,PS,2010,3,16,Tuesday,11
3,2,TT,2010,3,16,Tuesday,11
3,0,IN,2010,3,16,Tuesday,13
3,0,NE,2010,3,16,Tuesday,13
12,0,NW,2010,3,16,Tuesday,13
43,0,PS,2010,3,16,Tuesday,13
1,1,NE,2010,3,16,Tuesday,13
10,1,PS,2010,3,16,Tuesday,13
1,1,TT,2010,3,16,Tuesday,13
22,2,PS,2010,3,16,Tuesday,13
9,0,IN,2010,3,16,Tuesday,14
1,0,NE,2010,3,16,Tuesday,14
16,0,NW,2010,3,16,Tuesday,14
39,0,PS,2010,3,16,Tuesday,14
1,0,TT,2010,3,16,Tuesday,14
1,1,NE,2010,3,16,Tuesday,14
15,1,PS,2010,3,16,Tuesday,14
4,2,NE,2010,3,16,Tuesday,14
1,2,PE,2010,3,16,Tuesday,14
20,2,PS,2010,3,16,Tuesday,14
1,0,IN,2010,3,16,Tuesday,15
6,0,NE,2010,3,16,Tuesday,15
19,0,NW,2010,3,16,Tuesday,15
18,0,PS,2010,3,16,Tuesday,15
1,1,NE,2010,3,16,Tuesday,15
7,1,PS,2010,3,16,Tuesday,15
1,1,TT,2010,3,16,Tuesday,15
2,2,NE,2010,3,16,Tuesday,15
10,2,PS,2010,3,16,Tuesday,15
2,0,IN,2010,3,16,Tuesday,16
43,0,NW,2010,3,16,Tuesday,16
23,0,PS,2010,3,16,Tuesday,16
2,0,TT,2010,3,16,Tuesday,16
3,1,PS,2010,3,16,Tuesday,16
13,2,PS,2010,3,16,Tuesday,16
1,2,TT,2010,3,16,Tuesday,16
1,0,IN,2010,3,16,Tuesday,17
2,0,NE,2010,3,16,Tuesday,17
35,0,NW,2010,3,16,Tuesday,17
19,0,PS,2010,3,16,Tuesday,17
2,0,TT,2010,3,16,Tuesday,17
6,1,PS,2010,3,16,Tuesday,17
1,2,NE,2010,3,16,Tuesday,17
17,2,PS,2010,3,16,Tuesday,17
3,0,NE,2010,3,16,Tuesday,18
15,0,NW,2010,3,16,Tuesday,18
20,0,PS,2010,3,16,Tuesday,18
8,1,PS,2010,3,16,Tuesday,18
1,1,TT,2010,3,16,Tuesday,18
2,2,NE,2010,3,16,Tuesday,18
18,2,PS,2010,3,16,Tuesday,18
1,0,IN,2010,3,16,Tuesday,19
2,0,NE,2010,3,16,Tuesday,19
6,0,NW,2010,3,16,Tuesday,19
19,0,PS,2010,3,16,Tuesday,19
1,1,NE,2010,3,16,Tuesday,19
3,1,PS,2010,3,16,Tuesday,19
2,2,NE,2010,3,16,Tuesday,19
11,2,PS,2010,3,16,Tuesday,19
3,0,NE,2010,3,16,Tuesday,20
9,0,NW,2010,3,16,Tuesday,20
29,0,PS,2010,3,16,Tuesday,20
5,1,PS,2010,3,16,Tuesday,20
1,2,NE,2010,3,16,Tuesday,20
10,2,PS,2010,3,16,Tuesday,20
1,0,NE,2010,3,16,Tuesday,21
24,0,PS,2010,3,16,Tuesday,21
12,1,PS,2010,3,16,Tuesday,21
1,2,NE,2010,3,16,Tuesday,21
6,2,PS,2010,3,16,Tuesday,21
3,0,NW,2010,3,16,Tuesday,22
20,0,PS,2010,3,16,Tuesday,22
1,1,NE,2010,3,16,Tuesday,22
2,1,PS,2010,3,16,Tuesday,22
1,2,NE,2010,3,16,Tuesday,22
11,2,PS,2010,3,16,Tuesday,22
1,0,NE,2010,3,16,Tuesday,23
1,0,NW,2010,3,16,Tuesday,23
19,0,PS,2010,3,16,Tuesday,23
3,1,NE,2010,3,16,Tuesday,23
4,1,PS,2010,3,16,Tuesday,23
1,0,IN,2010,3,17,Wednesday,0
3,0,NE,2010,3,17,Wednesday,0
11,0,NW,2010,3,17,Wednesday,0
33,0,PS,2010,3,17,Wednesday,0
1,1,NE,2010,3,17,Wednesday,0
10,1,PS,2010,3,17,Wednesday,0
1,1,TT,2010,3,17,Wednesday,0
5,2,NE,2010,3,17,Wednesday,0
1,2,PE,2010,3,17,Wednesday,0
15,2,PS,2010,3,17,Wednesday,0
1,0,NW,2010,3,17,Wednesday,1
2,0,PS,2010,3,17,Wednesday,1
1,0,NW,2010,3,17,Wednesday,5
8,0,PS,2010,3,17,Wednesday,6
2,0,NW,2010,3,17,Wednesday,7
21,0,PS,2010,3,17,Wednesday,7
1,0,TT,2010,3,17,Wednesday,7
6,1,PS,2010,3,17,Wednesday,7
1,2,NE,2010,3,17,Wednesday,7
6,2,PS,2010,3,17,Wednesday,7
1,2,TT,2010,3,17,Wednesday,7
2,0,IN,2010,3,17,Wednesday,8
2,0,NE,2010,3,17,Wednesday,8
28,0,NW,2010,3,17,Wednesday,8
1,0,PE,2010,3,17,Wednesday,8
26,0,PS,2010,3,17,Wednesday,8
2,0,TT,2010,3,17,Wednesday,8
2,1,PS,2010,3,17,Wednesday,8
1,2,PE,2010,3,17,Wednesday,8
6,2,PS,2010,3,17,Wednesday,8
1,0,IN,2010,3,17,Wednesday,9
1,0,NE,2010,3,17,Wednesday,9
14,0,NW,2010,3,17,Wednesday,9
9,0,PS,2010,3,17,Wednesday,9
1,0,TT,2010,3,17,Wednesday,9
5,1,NE,2010,3,17,Wednesday,9
17,1,PS,2010,3,17,Wednesday,9
10,2,NE,2010,3,17,Wednesday,9
69,2,PS,2010,3,17,Wednesday,9
4,2,TT,2010,3,17,Wednesday,9
1,0,IN,2010,3,17,Wednesday,10
1,0,NE,2010,3,17,Wednesday,10
7,0,NW,2010,3,17,Wednesday,10
9,0,PS,2010,3,17,Wednesday,10
1,0,TT,2010,3,17,Wednesday,10
4,1,NE,2010,3,17,Wednesday,10
21,1,PS,2010,3,17,Wednesday,10
3,1,TT,2010,3,17,Wednesday,10
7,2,NE,2010,3,17,Wednesday,10
39,2,PS,2010,3,17,Wednesday,10
7,2,TT,2010,3,17,Wednesday,10
2,0,IN,2010,3,17,Wednesday,11
6,0,NE,2010,3,17,Wednesday,11
14,0,NW,2010,3,17,Wednesday,11
23,0,PS,2010,3,17,Wednesday,11
2,0,TT,2010,3,17,Wednesday,11
1,1,NE,2010,3,17,Wednesday,11
13,1,PS,2010,3,17,Wednesday,11
1,1,TT,2010,3,17,Wednesday,11
6,2,NE,2010,3,17,Wednesday,11
21,2,PS,2010,3,17,Wednesday,11
4,2,TT,2010,3,17,Wednesday,11
1,0,IN,2010,3,17,Wednesday,13
5,0,NE,2010,3,17,Wednesday,13
2,0,NW,2010,3,17,Wednesday,13
41,0,PS,2010,3,17,Wednesday,13
2,0,TT,2010,3,17,Wednesday,13
1,1,NE,2010,3,17,Wednesday,13
9,1,PS,2010,3,17,Wednesday,13
1,1,TT,2010,3,17,Wednesday,13
1,2,NE,2010,3,17,Wednesday,13
11,2,PS,2010,3,17,Wednesday,13
3,2,TT,2010,3,17,Wednesday,13
1,0,IN,2010,3,17,Wednesday,14
2,0,NE,2010,3,17,Wednesday,14
11,0,NW,2010,3,17,Wednesday,14
32,0,PS,2010,3,17,Wednesday,14
11,1,PS,2010,3,17,Wednesday,14
1,1,TT,2010,3,17,Wednesday,14
5,2,NE,2010,3,17,Wednesday,14
27,2,PS,2010,3,17,Wednesday,14
2,0,NE,2010,3,17,Wednesday,15
8,0,NW,2010,3,17,Wednesday,15
20,0,PS,2010,3,17,Wednesday,15
1,1,NE,2010,3,17,Wednesday,15
3,1,PS,2010,3,17,Wednesday,15
3,2,NE,2010,3,17,Wednesday,15
5,2,PS,2010,3,17,Wednesday,15
1,0,IN,2010,3,17,Wednesday,16
14,0,NW,2010,3,17,Wednesday,16
26,0,PS,2010,3,17,Wednesday,16
9,1,PS,2010,3,17,Wednesday,16
1,1,TT,2010,3,17,Wednesday,16
11,2,PS,2010,3,17,Wednesday,16
2,0,IN,2010,3,17,Wednesday,17
1,0,NE,2010,3,17,Wednesday,17
7,0,NW,2010,3,17,Wednesday,17
10,0,PS,2010,3,17,Wednesday,17
3,1,NE,2010,3,17,Wednesday,17
9,1,PS,2010,3,17,Wednesday,17
4,2,NE,2010,3,17,Wednesday,17
15,2,PS,2010,3,17,Wednesday,17
4,0,IN,2010,3,17,Wednesday,18
19,0,NW,2010,3,17,Wednesday,18
9,0,PS,2010,3,17,Wednesday,18
4,0,TT,2010,3,17,Wednesday,18
7,1,PS,2010,3,17,Wednesday,18
7,2,NE,2010,3,17,Wednesday,18
16,2,PS,2010,3,17,Wednesday,18
1,0,IN,2010,3,17,Wednesday,19
1,0,NE,2010,3,17,Wednesday,19
6,0,NW,2010,3,17,Wednesday,19
6,0,PS,2010,3,17,Wednesday,19
3,1,NE,2010,3,17,Wednesday,19
9,1,PS,2010,3,17,Wednesday,19
5,2,NE,2010,3,17,Wednesday,19
23,2,PS,2010,3,17,Wednesday,19
2,2,TT,2010,3,17,Wednesday,19
3,0,NE,2010,3,17,Wednesday,20
14,0,PS,2010,3,17,Wednesday,20
1,1,NE,2010,3,17,Wednesday,20
3,1,PS,2010,3,17,Wednesday,20
1,1,TT,2010,3,17,Wednesday,20
11,2,PS,2010,3,17,Wednesday,20
9,0,NW,2010,3,17,Wednesday,21
10,0,PS,2010,3,17,Wednesday,21
8,1,PS,2010,3,17,Wednesday,21
1,1,TT,2010,3,17,Wednesday,21
4,2,NE,2010,3,17,Wednesday,21
24,2,PS,2010,3,17,Wednesday,21
1,2,TT,2010,3,17,Wednesday,21
3,0,NW,2010,3,17,Wednesday,22
4,0,PS,2010,3,17,Wednesday,22
4,1,NE,2010,3,17,Wednesday,22
14,1,PS,2010,3,17,Wednesday,22
1,1,TT,2010,3,17,Wednesday,22
7,2,NE,2010,3,17,Wednesday,22
21,2,PS,2010,3,17,Wednesday,22
1,0,NE,2010,3,17,Wednesday,23
6,0,NW,2010,3,17,Wednesday,23
11,0,PS,2010,3,17,Wednesday,23
1,1,NE,2010,3,17,Wednesday,23
10,1,PS,2010,3,17,Wednesday,23
4,1,TT,2010,3,17,Wednesday,23
1,2,NE,2010,3,17,Wednesday,23
14,2,PS,2010,3,17,Wednesday,23
2,2,TT,2010,3,17,Wednesday,23
3,0,IN,2010,3,18,Thursday,0
8,0,NW,2010,3,18,Thursday,0
7,0,PS,2010,3,18,Thursday,0
4,0,TT,2010,3,18,Thursday,0
5,1,NE,2010,3,18,Thursday,0
36,1,PS,2010,3,18,Thursday,0
6,1,TT,2010,3,18,Thursday,0
16,2,NE,2010,3,18,Thursday,0
52,2,PS,2010,3,18,Thursday,0
6,2,TT,2010,3,18,Thursday,0
3,0,NW,2010,3,18,Thursday,1
1,0,PS,2010,3,18,Thursday,4
1,0,NW,2010,3,18,Thursday,5
1,0,NW,2010,3,18,Thursday,6
7,0,PS,2010,3,18,Thursday,6
1,0,IN,2010,3,18,Thursday,7
2,0,NE,2010,3,18,Thursday,7
7,0,NW,2010,3,18,Thursday,7
22,0,PS,2010,3,18,Thursday,7
2,1,PS,2010,3,18,Thursday,7
8,2,PS,2010,3,18,Thursday,7
1,2,TT,2010,3,18,Thursday,7
1,0,IN,2010,3,18,Thursday,8
1,0,NE,2010,3,18,Thursday,8
22,0,NW,2010,3,18,Thursday,8
1,0,PE,2010,3,18,Thursday,8
26,0,PS,2010,3,18,Thursday,8
1,0,TT,2010,3,18,Thursday,8
10,1,PS,2010,3,18,Thursday,8
19,2,PS,2010,3,18,Thursday,8
2,0,IN,2010,3,18,Thursday,9
1,0,NE,2010,3,18,Thursday,9
20,0,NW,2010,3,18,Thursday,9
7,0,PS,2010,3,18,Thursday,9
1,0,TT,2010,3,18,Thursday,9
5,1,NE,2010,3,18,Thursday,9
33,1,PS,2010,3,18,Thursday,9
1,1,TT,2010,3,18,Thursday,9
11,2,NE,2010,3,18,Thursday,9
64,2,PS,2010,3,18,Thursday,9
4,0,IN,2010,3,18,Thursday,10
9,0,NW,2010,3,18,Thursday,10
2,0,PS,2010,3,18,Thursday,10
39,1,PS,2010,3,18,Thursday,10
25,2,NE,2010,3,18,Thursday,10
60,2,PS,2010,3,18,Thursday,10
1,0,IN,2010,3,18,Thursday,11
6,0,NW,2010,3,18,Thursday,11
3,0,PS,2010,3,18,Thursday,11
4,1,NE,2010,3,18,Thursday,11
27,1,PS,2010,3,18,Thursday,11
1,1,TT,2010,3,18,Thursday,11
18,2,NE,2010,3,18,Thursday,11
50,2,PS,2010,3,18,Thursday,11
2,2,TT,2010,3,18,Thursday,11
2,0,IN,2010,3,18,Thursday,13
2,0,NE,2010,3,18,Thursday,13
10,0,NW,2010,3,18,Thursday,13
4,0,PS,2010,3,18,Thursday,13
1,1,NE,2010,3,18,Thursday,13
30,1,PS,2010,3,18,Thursday,13
7,1,TT,2010,3,18,Thursday,13
10,2,NE,2010,3,18,Thursday,13
58,2,PS,2010,3,18,Thursday,13
4,2,TT,2010,3,18,Thursday,13
1,0,IN,2010,3,18,Thursday,14
12,0,NW,2010,3,18,Thursday,14
1,0,PE,2010,3,18,Thursday,14
8,1,NE,2010,3,18,Thursday,14
2,1,NW,2010,3,18,Thursday,14
1,1,PE,2010,3,18,Thursday,14
21,1,PS,2010,3,18,Thursday,14
5,1,TT,2010,3,18,Thursday,14
11,2,NE,2010,3,18,Thursday,14
4,2,PE,2010,3,18,Thursday,14
55,2,PS,2010,3,18,Thursday,14
4,2,TT,2010,3,18,Thursday,14
3,0,IN,2010,3,18,Thursday,15
4,0,NE,2010,3,18,Thursday,15
20,0,NW,2010,3,18,Thursday,15
1,0,PS,2010,3,18,Thursday,15
6,1,NE,2010,3,18,Thursday,15
2,1,PE,2010,3,18,Thursday,15
13,1,PS,2010,3,18,Thursday,15
21,2,NE,2010,3,18,Thursday,15
38,2,PS,2010,3,18,Thursday,15
1,0,NE,2010,3,18,Thursday,16
71,0,NW,2010,3,18,Thursday,16
1,0,PE,2010,3,18,Thursday,16
2,0,PS,2010,3,18,Thursday,16
1,1,NE,2010,3,18,Thursday,16
15,1,PS,2010,3,18,Thursday,16
2,1,TT,2010,3,18,Thursday,16
11,2,NE,2010,3,18,Thursday,16
39,2,PS,2010,3,18,Thursday,16
4,2,TT,2010,3,18,Thursday,16
2,0,IN,2010,3,18,Thursday,17
49,0,NW,2010,3,18,Thursday,17
10,0,PS,2010,3,18,Thursday,17
13,0,TT,2010,3,18,Thursday,17
1,1,NE,2010,3,18,Thursday,17
19,1,PS,2010,3,18,Thursday,17
3,1,TT,2010,3,18,Thursday,17
6,2,NE,2010,3,18,Thursday,17
34,2,PS,2010,3,18,Thursday,17
8,2,TT,2010,3,18,Thursday,17
1,0,IN,2010,3,18,Thursday,18
2,0,NE,2010,3,18,Thursday,18
15,0,NW,2010,3,18,Thursday,18
7,0,PS,2010,3,18,Thursday,18
8,0,TT,2010,3,18,Thursday,18
1,1,NE,2010,3,18,Thursday,18
14,1,PS,2010,3,18,Thursday,18
4,1,TT,2010,3,18,Thursday,18
2,2,NE,2010,3,18,Thursday,18
1,2,NW,2010,3,18,Thursday,18
21,2,PS,2010,3,18,Thursday,18
2,2,TT,2010,3,18,Thursday,18
1,0,NE,2010,3,18,Thursday,19
13,0,NW,2010,3,18,Thursday,19
11,0,PS,2010,3,18,Thursday,19
4,0,TT,2010,3,18,Thursday,19
1,1,NE,2010,3,18,Thursday,19
20,1,PS,2010,3,18,Thursday,19
2,1,TT,2010,3,18,Thursday,19
5,2,NE,2010,3,18,Thursday,19
27,2,PS,2010,3,18,Thursday,19
1,2,TT,2010,3,18,Thursday,19
2,0,NW,2010,3,18,Thursday,20
1,0,PE,2010,3,18,Thursday,20
5,0,PS,2010,3,18,Thursday,20
6,0,TT,2010,3,18,Thursday,20
